ID,RNA_CoExp_w_GenAge
MCM4_HUMAN,77
MCM5_HUMAN,81
MCM6_HUMAN,78
MCM7_HUMAN,84
MCM8_HUMAN,35
MCM9_HUMAN,19
MCMBP_HUMAN,65
MCMD2_HUMAN,5
MCP1_HUMAN,
MCPH1_HUMAN,36
MCP_HUMAN,39
MCRI1_HUMAN,
MCRI2_HUMAN,
MCRS1_HUMAN,64
MCR_HUMAN,25
MCSP_HUMAN,
MCTP1_HUMAN,27
MCTP2_HUMAN,32
MCTS1_HUMAN,36
MCUB_HUMAN,
MCUR1_HUMAN,38
MCU_HUMAN,22
MD12L_HUMAN,17
MD13L_HUMAN,36
MD1L1_HUMAN,23
MD2BP_HUMAN,23
MD2L1_HUMAN,42
MD2L2_HUMAN,41
MDC1_HUMAN,71
MDFIC_HUMAN,47
MDFI_HUMAN,44
MDGA1_HUMAN,3
MDGA2_HUMAN,5
MDH1B_HUMAN,0
MDHC_HUMAN,30
MDHM_HUMAN,59
MDM1_HUMAN,10
MDM2_HUMAN,43
MDM4_HUMAN,21
MDN1_HUMAN,39
MDR1_HUMAN,22
MDR3_HUMAN,22
MDS1_HUMAN,20
MDS2_HUMAN,
ME15P_HUMAN,
ME3L1_HUMAN,
ME3L2_HUMAN,
MEA1_HUMAN,62
MECP2_HUMAN,50
MECR_HUMAN,33
MED10_HUMAN,38
MED11_HUMAN,29
MED12_HUMAN,54
MED13_HUMAN,40
MED14_HUMAN,53
MED15_HUMAN,33
MED16_HUMAN,52
MED17_HUMAN,18
MED18_HUMAN,18
MED19_HUMAN,25
MED1_HUMAN,47
MED20_HUMAN,23
MED21_HUMAN,24
MED22_HUMAN,58
MED23_HUMAN,45
MED24_HUMAN,63
MED25_HUMAN,37
MED26_HUMAN,14
MED27_HUMAN,39
MED28_HUMAN,56
MED29_HUMAN,34
MED30_HUMAN,12
MED31_HUMAN,18
MED4_HUMAN,43
MED6_HUMAN,24
MED7_HUMAN,23
MED8_HUMAN,32
MED9_HUMAN,27
MEDAG_HUMAN,47
MEF2A_HUMAN,35
MEF2B_HUMAN,
MEF2C_HUMAN,16
MEF2D_HUMAN,47
MEFV_HUMAN,31
MEG10_HUMAN,10
MEG11_HUMAN,5
MEGF6_HUMAN,29
MEGF8_HUMAN,46
MEGF9_HUMAN,38
MEI1_HUMAN,4
MEI4_HUMAN,23
MEIG1_HUMAN,1
MEIKN_HUMAN,
MEIOB_HUMAN,
MEIOC_HUMAN,
MEIS1_HUMAN,22
MEIS2_HUMAN,24
MEIS3_HUMAN,19
MELK_HUMAN,37
MELPH_HUMAN,14
MELT_HUMAN,15
MEMO1_HUMAN,4
MEN1_HUMAN,58
MENTO_HUMAN,27
MENT_HUMAN,
MEOX1_HUMAN,33
MEOX2_HUMAN,33
MEP1A_HUMAN,14
MEP1B_HUMAN,8
MEP50_HUMAN,68
MEPCE_HUMAN,33
MEPE_HUMAN,3
MER34_HUMAN,29
MERL_HUMAN,36
MERTK_HUMAN,22
MESD1_HUMAN,66
MESD_HUMAN,11
MESH1_HUMAN,32
MESP1_HUMAN,28
MESP2_HUMAN,1
MEST_HUMAN,32
MET10_HUMAN,28
MET12_HUMAN,
MET13_HUMAN,67
MET14_HUMAN,13
MET15_HUMAN,27
MET16_HUMAN,39
MET17_HUMAN,46
MET18_HUMAN,35
MET22_HUMAN,12
MET23_HUMAN,15
MET24_HUMAN,19
MET25_HUMAN,12
MET2A_HUMAN,64
MET2B_HUMAN,38
MET7A_HUMAN,51
MET7B_HUMAN,30
METH_HUMAN,48
METK1_HUMAN,26
METK2_HUMAN,24
METL4_HUMAN,29
METL5_HUMAN,50
METL6_HUMAN,23
METL8_HUMAN,27
METL9_HUMAN,25
METRL_HUMAN,32
METRN_HUMAN,9
MET_HUMAN,36
MEX3A_HUMAN,31
MEX3B_HUMAN,5
MEX3C_HUMAN,9
MEX3D_HUMAN,12
MF13A_HUMAN,
MF14A_HUMAN,
MF14B_HUMAN,
MF14C_HUMAN,
MF2L2_HUMAN,2
MFA3L_HUMAN,13
MFAP1_HUMAN,21
MFAP2_HUMAN,37
MFAP3_HUMAN,28
MFAP4_HUMAN,36
MFAP5_HUMAN,41
MFD4A_HUMAN,
MFF_HUMAN,13
MFGM_HUMAN,36
MFHA1_HUMAN,41
MFN1_HUMAN,17
MFN2_HUMAN,39
MFNG_HUMAN,48
MFR1L_HUMAN,45
MFRN1_HUMAN,30
MFRN2_HUMAN,53
MFRP_HUMAN,
MFS10_HUMAN,43
MFS11_HUMAN,7
MFS12_HUMAN,34
MFS2B_HUMAN,25
MFS4B_HUMAN,
MFS6L_HUMAN,6
MFSD1_HUMAN,44
MFSD3_HUMAN,34
MFSD5_HUMAN,47
MFSD6_HUMAN,22
MFSD7_HUMAN,23
MFSD8_HUMAN,22
MFSD9_HUMAN,20
MFTC_HUMAN,53
MGAL_HUMAN,
MGAP_HUMAN,35
MGAT1_HUMAN,68
MGAT2_HUMAN,47
MGAT3_HUMAN,35
MGA_HUMAN,30
MGDP1_HUMAN,14
MGLL_HUMAN,49
MGME1_HUMAN,68
MGMT_HUMAN,25
MGN2_HUMAN,43
MGN_HUMAN,24
MGP_HUMAN,29
MGRN1_HUMAN,49
MGST1_HUMAN,44
MGST2_HUMAN,23
MGST3_HUMAN,38
MGT4A_HUMAN,34
MGT4B_HUMAN,79
MGT4C_HUMAN,4
MGT4D_HUMAN,
MGT5A_HUMAN,35
MGT5B_HUMAN,19
MI1HG_HUMAN,
MI4GD_HUMAN,44
MIA2_HUMAN,14
MIA3_HUMAN,22
MIA40_HUMAN,44
MIA_HUMAN,1
MIB1_HUMAN,39
MIB2_HUMAN,39
MIC10_HUMAN,31
MIC13_HUMAN,
MIC19_HUMAN,68
MIC1_HUMAN,18
MIC25_HUMAN,28
MIC26_HUMAN,31
MIC27_HUMAN,23
MIC60_HUMAN,60
MICA1_HUMAN,40
MICA2_HUMAN,32
MICA3_HUMAN,13
MICA_HUMAN,52
MICB_HUMAN,62
MICLK_HUMAN,20
MICU1_HUMAN,42
MICU2_HUMAN,33
MICU3_HUMAN,17
MID49_HUMAN,28
MID51_HUMAN,16
MIDN_HUMAN,48
MIDUO_HUMAN,16
MIEAP_HUMAN,8
MIEN1_HUMAN,15
MIER1_HUMAN,34
MIER2_HUMAN,56
MIER3_HUMAN,27
MIF_HUMAN,45
MIGA1_HUMAN,
MIGA2_HUMAN,
MIIP_HUMAN,48
MILK1_HUMAN,54
MILK2_HUMAN,28
MILR1_HUMAN,20
MIME_HUMAN,30
MIMIT_HUMAN,47
MINA_HUMAN,26
MINK1_HUMAN,43
MINP1_HUMAN,40
MINT_HUMAN,45
MIOX_HUMAN,16
MIO_HUMAN,51
MIP18_HUMAN,45
MIPEP_HUMAN,29
MIPO1_HUMAN,5
MIPT3_HUMAN,17
MIP_HUMAN,0
MIRH1_HUMAN,
MIRO1_HUMAN,28
MIRO2_HUMAN,39
MIS12_HUMAN,56
MISP3_HUMAN,
MISP_HUMAN,19
MISSL_HUMAN,45
MIS_HUMAN,24
MITD1_HUMAN,47
MITF_HUMAN,29
MIXL1_HUMAN,21
MK01_HUMAN,40
MK03_HUMAN,13
MK04_HUMAN,27
MK06_HUMAN,48
MK07_HUMAN,52
MK08_HUMAN,30
MK09_HUMAN,30
MK10_HUMAN,21
MK11_HUMAN,40
MK12_HUMAN,44
MK13_HUMAN,26
MK14_HUMAN,54
MK15_HUMAN,7
MK67I_HUMAN,49
MKKS_HUMAN,41
MKL1_HUMAN,12
MKL2_HUMAN,23
MKLN1_HUMAN,42
MKNK1_HUMAN,16
MKNK2_HUMAN,61
MKRN1_HUMAN,31
MKRN2_HUMAN,28
MKRN3_HUMAN,3
MKRN4_HUMAN,
MKRN5_HUMAN,19
MKROS_HUMAN,
MKS1_HUMAN,22
MKS3_HUMAN,8
MKX_HUMAN,19
MK_HUMAN,31
ML12A_HUMAN,31
ML12B_HUMAN,57
MLC1_HUMAN,16
MLEC_HUMAN,59
MLF1_HUMAN,7
MLF2_HUMAN,48
MLH1_HUMAN,63
MLH3_HUMAN,25
MLIP_HUMAN,23
MLKL_HUMAN,33
MLN_HUMAN,
MLP3A_HUMAN,39
MLP3B_HUMAN,9
MLP3C_HUMAN,17
MLRA_HUMAN,14
MLRS_HUMAN,19
MLRV_HUMAN,16
MLTK_HUMAN,42
MLXIP_HUMAN,39
MLXPL_HUMAN,31
MLX_HUMAN,51
MMAA_HUMAN,21
MMAB_HUMAN,27
MMAC_HUMAN,12
MMAD_HUMAN,45
MMEL1_HUMAN,6
MMGT1_HUMAN,28
MMP10_HUMAN,12
MMP11_HUMAN,12
MMP12_HUMAN,16
MMP13_HUMAN,4
MMP14_HUMAN,53
MMP15_HUMAN,52
MMP16_HUMAN,9
MMP17_HUMAN,29
MMP19_HUMAN,49
MMP1_HUMAN,28
MMP20_HUMAN,0
MMP21_HUMAN,4
MMP23_HUMAN,15
MMP24_HUMAN,7
MMP25_HUMAN,26
MMP26_HUMAN,1
MMP27_HUMAN,2
MMP28_HUMAN,29
MMP2_HUMAN,34
MMP3_HUMAN,23
MMP7_HUMAN,25
MMP8_HUMAN,13
MMP9_HUMAN,26
MMRN1_HUMAN,19
MMRN2_HUMAN,41
MMS19_HUMAN,59
MMS22_HUMAN,35
MMSA_HUMAN,32
MMTA2_HUMAN,
MN1_HUMAN,28
MND1_HUMAN,24
MNDA_HUMAN,31
MNS1_HUMAN,12
MNT_HUMAN,27
MNX1_HUMAN,11
MO2R1_HUMAN,9
MO2R2_HUMAN,3
MO4L1_HUMAN,30
MO4L2_HUMAN,41
MOAP1_HUMAN,34
MOB1A_HUMAN,61
MOB1B_HUMAN,37
MOB2_HUMAN,53
MOB3A_HUMAN,45
MOB3B_HUMAN,16
MOB3C_HUMAN,34
MOBP_HUMAN,7
MOC2A_HUMAN,36
MOC2B_HUMAN,36
MOCOS_HUMAN,25
MOCS1_HUMAN,58
MOCS3_HUMAN,11
MOD5_HUMAN,44
MOES_HUMAN,56
MOFA1_HUMAN,35
MOG1_HUMAN,35
MOGS_HUMAN,71
MOGT1_HUMAN,4
MOGT2_HUMAN,13
MOGT3_HUMAN,9
MOG_HUMAN,11
MOK_HUMAN,3
MON1A_HUMAN,20
MON1B_HUMAN,47
MON2_HUMAN,44
MOONR_HUMAN,12
MORC1_HUMAN,7
MORC2_HUMAN,11
MORC3_HUMAN,46
MORC4_HUMAN,44
MORN1_HUMAN,4
MORN2_HUMAN,28
MORN3_HUMAN,7
MORN4_HUMAN,27
MORN5_HUMAN,0
MORN_HUMAN,
MOST1_HUMAN,
MOS_HUMAN,
MOT10_HUMAN,24
MOT11_HUMAN,11
MOT12_HUMAN,25
MOT13_HUMAN,17
MOT14_HUMAN,16
MOT1_HUMAN,37
MOT2_HUMAN,13
MOT3_HUMAN,5
MOT4_HUMAN,47
MOT5_HUMAN,31
MOT6_HUMAN,20
MOT7_HUMAN,11
MOT8_HUMAN,46
MOT9_HUMAN,25
MOTI_HUMAN,2
MOTSC_HUMAN,
MOV10_HUMAN,48
MOXD1_HUMAN,29
MOXD2_HUMAN,
MP17L_HUMAN,25
MP2K1_HUMAN,22
MP2K2_HUMAN,63
MP2K3_HUMAN,43
MP2K4_HUMAN,28
MP2K5_HUMAN,20
MP2K6_HUMAN,18
MP2K7_HUMAN,52
MP3B2_HUMAN,25
MPC1L_HUMAN,
MPC1_HUMAN,33
MPC2_HUMAN,47
MPCP_HUMAN,50
MPDZ_HUMAN,50
MPEG1_HUMAN,38
MPH6_HUMAN,40
MPIP1_HUMAN,56
MPIP2_HUMAN,34
MPIP3_HUMAN,42
MPI_HUMAN,36
MPLKI_HUMAN,34
MPND_HUMAN,28
MPP10_HUMAN,38
MPP2_HUMAN,11
MPP3_HUMAN,12
MPP4_HUMAN,1
MPP5_HUMAN,26
MPP6_HUMAN,35
MPP7_HUMAN,20
MPP8_HUMAN,20
MPP9_HUMAN,18
MPPA_HUMAN,68
MPPB_HUMAN,59
MPPD1_HUMAN,17
MPPD2_HUMAN,9
MPPE1_HUMAN,27
MPRA_HUMAN,12
MPRB_HUMAN,13
MPRD_HUMAN,63
MPRG_HUMAN,17
MPRIP_HUMAN,56
MPRI_HUMAN,38
MPTX_HUMAN,
MPU1_HUMAN,27
MPV17_HUMAN,46
MPZL1_HUMAN,49
MPZL2_HUMAN,21
MPZL3_HUMAN,31
MR1L1_HUMAN,27
MRAP2_HUMAN,18
MRAP_HUMAN,36
MRAS1_HUMAN,4
MRC1_HUMAN,15
MRC2_HUMAN,33
MRCKA_HUMAN,41
MRCKB_HUMAN,55
MRCKG_HUMAN,13
MRE11_HUMAN,
MREG_HUMAN,25
MRFL_HUMAN,
MRF_HUMAN,17
MRGBP_HUMAN,21
MRGRD_HUMAN,8
MRGRE_HUMAN,0
MRGRF_HUMAN,39
MRGRG_HUMAN,
MRGX1_HUMAN,
MRGX2_HUMAN,7
MRGX3_HUMAN,5
MRGX4_HUMAN,8
MRI_HUMAN,
MRM1_HUMAN,26
MRM2_HUMAN,
MRM3_HUMAN,
MRNIP_HUMAN,
MRO2A_HUMAN,6
MRO2B_HUMAN,1
MROH1_HUMAN,
MROH5_HUMAN,4
MROH6_HUMAN,19
MROH7_HUMAN,0
MROH8_HUMAN,3
MROH9_HUMAN,2
MRP1_HUMAN,54
MRP2_HUMAN,30
MRP3_HUMAN,25
MRP4_HUMAN,37
MRP5_HUMAN,26
MRP6_HUMAN,22
MRP7_HUMAN,16
MRP9_HUMAN,1
MRP_HUMAN,46
MRRP1_HUMAN,48
MRRP3_HUMAN,7
MRS2_HUMAN,40
MRT4_HUMAN,54
MRUPP_HUMAN,
MRVI1_HUMAN,26
MS18A_HUMAN,34
MS18B_HUMAN,48
MS3L1_HUMAN,49
MS3L2_HUMAN,18
MS4A3_HUMAN,22
MS4A5_HUMAN,0
MS4A7_HUMAN,30
MSD1_HUMAN,5
MSD2_HUMAN,13
MSD3_HUMAN,54
MSD4_HUMAN,35
MSGN1_HUMAN,0
MSH2_HUMAN,49
MSH3_HUMAN,30
MSH4_HUMAN,0
MSH5_HUMAN,19
MSH6_HUMAN,63
MSHR_HUMAN,6
MSI1H_HUMAN,16
MSI2H_HUMAN,31
MSL1_HUMAN,38
MSL2_HUMAN,43
MSLNL_HUMAN,
MSLN_HUMAN,15
MSMB_HUMAN,7
MSMO1_HUMAN,28
MSMP_HUMAN,
MSPD1_HUMAN,35
MSPD2_HUMAN,17
MSPD3_HUMAN,7
MSRA_HUMAN,23
MSRB1_HUMAN,30
MSRB2_HUMAN,50
MSRB3_HUMAN,42
MSRE_HUMAN,15
MSS4_HUMAN,28
MSS51_HUMAN,8
MST1L_HUMAN,
MSTN1_HUMAN,8
MSTO1_HUMAN,25
MSTRO_HUMAN,13
MSX1_HUMAN,28
MSX2_HUMAN,27
MT1A_HUMAN,40
MT1B_HUMAN,3
MT1DP_HUMAN,
MT1E_HUMAN,48
MT1F_HUMAN,31
MT1G_HUMAN,30
MT1H_HUMAN,28
MT1L_HUMAN,34
MT1M_HUMAN,46
MT1X_HUMAN,44
MT21A_HUMAN,24
MT21B_HUMAN,7
MT21C_HUMAN,4
MT21D_HUMAN,11
MT21E_HUMAN,2
MT2_HUMAN,32
MT3_HUMAN,4
MT4_HUMAN,
MTA1_HUMAN,50
MTA2_HUMAN,84
MTA3_HUMAN,24
MTA70_HUMAN,8
MTAP2_HUMAN,18
MTAP_HUMAN,38
MTBP_HUMAN,47
MTCH1_HUMAN,55
MTCH2_HUMAN,66
MTCL1_HUMAN,
MTCP1_HUMAN,13
MTD2L_HUMAN,11
MTDC_HUMAN,76
MTEF1_HUMAN,
MTEF2_HUMAN,
MTEF3_HUMAN,
MTEF4_HUMAN,
MTF1_HUMAN,18
MTF2_HUMAN,31
MTFP1_HUMAN,36
MTFR1_HUMAN,35
MTFR2_HUMAN,37
MTG16_HUMAN,41
MTG1_HUMAN,2
MTG2_HUMAN,48
MTG8R_HUMAN,12
MTG8_HUMAN,21
MTHFS_HUMAN,21
MTHR_HUMAN,36
MTHSD_HUMAN,33
MTL5_HUMAN,
MTLR_HUMAN,2
MTM1_HUMAN,31
MTMR1_HUMAN,45
MTMR2_HUMAN,47
MTMR3_HUMAN,30
MTMR4_HUMAN,50
MTMR5_HUMAN,43
MTMR6_HUMAN,32
MTMR7_HUMAN,12
MTMR8_HUMAN,4
MTMR9_HUMAN,17
MTMRA_HUMAN,45
MTMRB_HUMAN,27
MTMRC_HUMAN,53
MTMRD_HUMAN,34
MTMRE_HUMAN,16
MTNA_HUMAN,35
MTNB_HUMAN,40
MTND_HUMAN,42
MTO1_HUMAN,42
MTOR_HUMAN,54
MTPN_HUMAN,37
MTP_HUMAN,18
MTR1A_HUMAN,5
MTR1B_HUMAN,3
MTR1L_HUMAN,2
MTRR_HUMAN,25
MTSS1_HUMAN,28
MTSSL_HUMAN,40
MTU1_HUMAN,35
MTURN_HUMAN,11
MTUS1_HUMAN,34
MTUS2_HUMAN,9
MTX1_HUMAN,21
MTX2_HUMAN,48
MTX3_HUMAN,21
MUC12_HUMAN,0
MUC13_HUMAN,17
MUC15_HUMAN,17
MUC16_HUMAN,3
MUC17_HUMAN,7
MUC18_HUMAN,51
MUC19_HUMAN,7
MUC1_HUMAN,16
MUC20_HUMAN,11
MUC21_HUMAN,11
MUC22_HUMAN,1
MUC24_HUMAN,46
MUC2_HUMAN,7
MUC3A_HUMAN,2
MUC3B_HUMAN,
MUC4_HUMAN,7
MUC5A_HUMAN,5
MUC5B_HUMAN,2
MUC6_HUMAN,4
MUC7_HUMAN,5
MUCB_HUMAN,
MUCEN_HUMAN,36
MUCL1_HUMAN,8
MUL1_HUMAN,48
MUM1_HUMAN,32
MUML1_HUMAN,20
MURC_HUMAN,22
MUS81_HUMAN,42
MUSC_HUMAN,46
MUSK_HUMAN,3
MUT7B_HUMAN,11
MUT7_HUMAN,11
MUTA_HUMAN,38
MUTYH_HUMAN,40
MVD1_HUMAN,44
MVP_HUMAN,48
MX1_HUMAN,33
MX2_HUMAN,38
MXI1_HUMAN,35
MXRA5_HUMAN,28
MXRA7_HUMAN,61
MXRA8_HUMAN,46
MY15B_HUMAN,28
MY18A_HUMAN,35
MY18B_HUMAN,23
MYADM_HUMAN,43
MYBA_HUMAN,11
MYBB_HUMAN,72
MYBPH_HUMAN,19
MYBPP_HUMAN,6
MYB_HUMAN,39
MYCB2_HUMAN,42
MYCBP_HUMAN,35
MYCD_HUMAN,27
MYCL_HUMAN,15
MYCN_HUMAN,19
MYCP1_HUMAN,
MYCPP_HUMAN,48
MYCT1_HUMAN,38
MYCT_HUMAN,27
MYC_HUMAN,27
MYD88_HUMAN,44
MYDGF_HUMAN,
MYEF2_HUMAN,29
MYEOV_HUMAN,26
MYF5_HUMAN,5
MYF6_HUMAN,18
MYG1_HUMAN,52
MYG_HUMAN,22
MYH10_HUMAN,47
MYH11_HUMAN,21
MYH13_HUMAN,0
MYH14_HUMAN,36
MYH15_HUMAN,23
MYH16_HUMAN,2
MYH1_HUMAN,16
MYH2_HUMAN,11
MYH3_HUMAN,15
MYH4_HUMAN,5
MYH6_HUMAN,15
MYH7B_HUMAN,7
MYH7_HUMAN,15
MYH8_HUMAN,15
MYH9_HUMAN,50
MYL10_HUMAN,1
MYL1_HUMAN,21
MYL3_HUMAN,18
MYL4_HUMAN,20
MYL5_HUMAN,16
MYL6B_HUMAN,33
MYL6_HUMAN,58
MYL9_HUMAN,43
MYLIP_HUMAN,24
MYLK2_HUMAN,13
MYLK3_HUMAN,16
MYLK4_HUMAN,12
MYLK_HUMAN,37
MYNN_HUMAN,23
MYO10_HUMAN,40
MYO15_HUMAN,4
MYO16_HUMAN,5
MYO19_HUMAN,27
MYO1A_HUMAN,10
MYO1B_HUMAN,51
MYO1C_HUMAN,71
MYO1D_HUMAN,45
MYO1E_HUMAN,55
MYO1F_HUMAN,31
MYO1G_HUMAN,52
MYO1H_HUMAN,2
MYO3A_HUMAN,6
MYO3B_HUMAN,5
MYO5A_HUMAN,20
MYO5B_HUMAN,26
MYO5C_HUMAN,16
MYO6_HUMAN,18
MYO7A_HUMAN,14
MYO7B_HUMAN,9
MYO9A_HUMAN,21
MYO9B_HUMAN,36
MYOC_HUMAN,27
MYOD1_HUMAN,17
MYOF_HUMAN,41
MYOG_HUMAN,16
MYOM1_HUMAN,27
MYOM2_HUMAN,25
MYOM3_HUMAN,26
MYOME_HUMAN,28
MYOTI_HUMAN,17
MYOZ1_HUMAN,20
MYOZ2_HUMAN,21
MYOZ3_HUMAN,6
MYP0_HUMAN,4
MYP2_HUMAN,15
MYPC1_HUMAN,19
MYPC2_HUMAN,21
MYPC3_HUMAN,17
MYPN_HUMAN,24
MYPOP_HUMAN,32
MYPR_HUMAN,13
MYPT1_HUMAN,32
MYPT2_HUMAN,24
MYRIP_HUMAN,12
MYSM1_HUMAN,40
MYT1L_HUMAN,16
MYT1_HUMAN,7
MYZAP_HUMAN,6
MZB1_HUMAN,44
MZF1_HUMAN,28
MZT1_HUMAN,44
MZT2A_HUMAN,
MZT2B_HUMAN,46
N2DL1_HUMAN,22
N2DL2_HUMAN,29
N2DL3_HUMAN,3
N2DL4_HUMAN,8
N42L1_HUMAN,41
N42L2_HUMAN,37
N4BP1_HUMAN,51
N4BP2_HUMAN,35
N4BP3_HUMAN,27
N62CL_HUMAN,22
N6MT2_HUMAN,24
NAA10_HUMAN,53
NAA11_HUMAN,24
NAA15_HUMAN,38
NAA16_HUMAN,30
NAA20_HUMAN,32
NAA25_HUMAN,45
NAA30_HUMAN,26
NAA35_HUMAN,33
NAA40_HUMAN,22
NAA50_HUMAN,45
NAA60_HUMAN,0
NAAA_HUMAN,29
NAB1_HUMAN,40
NAB2_HUMAN,60
NAC1_HUMAN,9
NAC2_HUMAN,19
NAC3_HUMAN,10
NACA2_HUMAN,27
NACAD_HUMAN,21
NACAM_HUMAN,47
NACA_HUMAN,47
NACC1_HUMAN,82
NACC2_HUMAN,37
NACP1_HUMAN,15
NADAP_HUMAN,25
NADC_HUMAN,44
NADE_HUMAN,42
NADK_HUMAN,40
NADL2_HUMAN,4
NAF1_HUMAN,21
NAGAB_HUMAN,54
NAGA_HUMAN,22
NAGK_HUMAN,33
NAGPA_HUMAN,20
NAGS_HUMAN,20
NAIF1_HUMAN,23
NAKD2_HUMAN,33
NAL10_HUMAN,3
NAL11_HUMAN,23
NAL12_HUMAN,23
NAL13_HUMAN,22
NAL14_HUMAN,7
NALCN_HUMAN,11
NALD2_HUMAN,12
NALDL_HUMAN,4
NALP2_HUMAN,24
NALP4_HUMAN,24
NALP5_HUMAN,21
NALP7_HUMAN,14
NALP8_HUMAN,18
NALP9_HUMAN,23
NAMPT_HUMAN,34
NANG2_HUMAN,
NANGN_HUMAN,16
NANO1_HUMAN,19
NANO2_HUMAN,4
NANO3_HUMAN,8
NANOG_HUMAN,15
NANP8_HUMAN,
NANP_HUMAN,40
NAPEP_HUMAN,19
NAPSA_HUMAN,9
NAR1_HUMAN,1
NAR3_HUMAN,17
NAR4_HUMAN,26
NAR5_HUMAN,0
NARFL_HUMAN,35
NARF_HUMAN,39
NARR_HUMAN,59
NASP_HUMAN,50
NAT10_HUMAN,11
NAT14_HUMAN,44
NAT16_HUMAN,7
NAT6_HUMAN,9
NAT8B_HUMAN,
NAT8L_HUMAN,30
NAT8_HUMAN,22
NAT9_HUMAN,34
NATD1_HUMAN,
NAV1_HUMAN,46
NAV2_HUMAN,34
NAV3_HUMAN,23
NB5R1_HUMAN,40
NB5R2_HUMAN,1
NB5R3_HUMAN,71
NB5R4_HUMAN,25
NB5R5_HUMAN,7
NBAS_HUMAN,46
NBDY_HUMAN,
NBEA_HUMAN,22
NBEL1_HUMAN,32
NBEL2_HUMAN,35
NBL1_HUMAN,2
NBN_HUMAN,54
NBPF1_HUMAN,14
NBPF3_HUMAN,13
NBPF4_HUMAN,3
NBPF5_HUMAN,
NBPF6_HUMAN,4
NBPF7_HUMAN,
NBPF8_HUMAN,
NBPF9_HUMAN,
NBPFA_HUMAN,
NBPFB_HUMAN,19
NBPFC_HUMAN,
NBPFE_HUMAN,0
NBPFF_HUMAN,18
NBPFJ_HUMAN,
NBPFK_HUMAN,
NBPFP_HUMAN,
NBR1_HUMAN,25
NBR2_HUMAN,5
NC2A_HUMAN,60
NC2B_HUMAN,56
NC301_HUMAN,
NC336_HUMAN,1
NCALD_HUMAN,15
NCAM1_HUMAN,23
NCAM2_HUMAN,9
NCAN_HUMAN,10
NCAS2_HUMAN,15
NCB2L_HUMAN,
NCBP1_HUMAN,34
NCBP2_HUMAN,45
NCBP3_HUMAN,
NCDN_HUMAN,22
NCEH1_HUMAN,37
NCF1B_HUMAN,30
NCF1C_HUMAN,35
NCF1_HUMAN,37
NCF2_HUMAN,39
NCF4_HUMAN,37
NCHL1_HUMAN,17
NCK1_HUMAN,32
NCK2_HUMAN,36
NCK5L_HUMAN,36
NCKP1_HUMAN,61
NCKP5_HUMAN,7
NCKPL_HUMAN,57
NCKX1_HUMAN,3
NCKX2_HUMAN,8
NCKX3_HUMAN,22
NCKX4_HUMAN,5
NCKX5_HUMAN,2
NCKX6_HUMAN,29
NCLN_HUMAN,55
NCMAP_HUMAN,7
NCOA1_HUMAN,43
NCOA2_HUMAN,47
NCOA3_HUMAN,26
NCOA4_HUMAN,34
NCOA5_HUMAN,56
NCOA6_HUMAN,34
NCOA7_HUMAN,35
NCOR1_HUMAN,36
NCOR2_HUMAN,70
NCPR_HUMAN,44
NCS1_HUMAN,25
NCTR1_HUMAN,3
NCTR2_HUMAN,0
NCTR3_HUMAN,29
NCYM_HUMAN,6
NDC1_HUMAN,66
NDC80_HUMAN,59
NDE1_HUMAN,36
NDEL1_HUMAN,28
NDF1_HUMAN,6
NDF2_HUMAN,7
NDF4_HUMAN,5
NDF6_HUMAN,15
NDK3_HUMAN,37
NDK5_HUMAN,17
NDK6_HUMAN,22
NDK7_HUMAN,23
NDK8_HUMAN,
NDKA_HUMAN,45
NDKB_HUMAN,58
NDKM_HUMAN,63
NDNF_HUMAN,18
NDOR1_HUMAN,51
NDP_HUMAN,12
NDRG1_HUMAN,38
NDRG2_HUMAN,23
NDRG3_HUMAN,21
NDRG4_HUMAN,25
NDST1_HUMAN,55
NDST2_HUMAN,12
NDST3_HUMAN,4
NDST4_HUMAN,3
NDUA1_HUMAN,36
NDUA2_HUMAN,38
NDUA3_HUMAN,32
NDUA4_HUMAN,33
NDUA5_HUMAN,35
NDUA6_HUMAN,29
NDUA7_HUMAN,4
NDUA8_HUMAN,50
NDUA9_HUMAN,38
NDUAA_HUMAN,30
NDUAB_HUMAN,27
NDUAC_HUMAN,24
NDUAD_HUMAN,33
NDUB1_HUMAN,29
NDUB2_HUMAN,40
NDUB3_HUMAN,44
NDUB4_HUMAN,41
NDUB5_HUMAN,39
NDUB6_HUMAN,49
NDUB7_HUMAN,43
NDUB8_HUMAN,12
NDUB9_HUMAN,31
NDUBA_HUMAN,31
NDUBB_HUMAN,41
NDUC1_HUMAN,32
NDUC2_HUMAN,36
NDUCR_HUMAN,8
NDUF3_HUMAN,38
NDUF4_HUMAN,36
NDUF5_HUMAN,10
NDUF6_HUMAN,15
NDUF7_HUMAN,35
NDUF8_HUMAN,
NDUS1_HUMAN,39
NDUS2_HUMAN,45
NDUS3_HUMAN,44
NDUS4_HUMAN,22
NDUS5_HUMAN,45
NDUS6_HUMAN,31
NDUS7_HUMAN,41
NDUS8_HUMAN,22
NDUV1_HUMAN,60
NDUV2_HUMAN,28
NDUV3_HUMAN,35
NEAS1_HUMAN,8
NEB1_HUMAN,23
NEB2_HUMAN,50
NEBL_HUMAN,18
NEBU_HUMAN,16
NEC1_HUMAN,13
NEC2_HUMAN,15
