ID,RNA_CoExp_w_GenAge
KR109_HUMAN,
KR10A_HUMAN,
KR10B_HUMAN,
KR10C_HUMAN,
KR111_HUMAN,
KR121_HUMAN,
KR122_HUMAN,
KR123_HUMAN,
KR124_HUMAN,
KR131_HUMAN,
KR132_HUMAN,
KR133_HUMAN,
KR134_HUMAN,
KR151_HUMAN,
KR161_HUMAN,5
KR171_HUMAN,3
KR191_HUMAN,
KR192_HUMAN,
KR193_HUMAN,
KR194_HUMAN,
KR195_HUMAN,
KR196_HUMAN,
KR197_HUMAN,
KR198_HUMAN,
KR201_HUMAN,
KR202_HUMAN,
KR203_HUMAN,
KR204_HUMAN,
KR211_HUMAN,
KR212_HUMAN,
KR213_HUMAN,
KR221_HUMAN,
KR222_HUMAN,
KR231_HUMAN,
KR241_HUMAN,
KR251_HUMAN,
KR261_HUMAN,
KR271_HUMAN,
KR291_HUMAN,7
KR411_HUMAN,
KR412_HUMAN,2
KR510_HUMAN,7
KR511_HUMAN,
KR87P_HUMAN,
KRA11_HUMAN,4
KRA13_HUMAN,
KRA14_HUMAN,
KRA15_HUMAN,28
KRA21_HUMAN,
KRA22_HUMAN,
KRA23_HUMAN,
KRA24_HUMAN,24
KRA31_HUMAN,1
KRA32_HUMAN,1
KRA33_HUMAN,
KRA41_HUMAN,7
KRA42_HUMAN,
KRA43_HUMAN,
KRA44_HUMAN,
KRA45_HUMAN,
KRA46_HUMAN,
KRA47_HUMAN,
KRA48_HUMAN,
KRA49_HUMAN,4
KRA51_HUMAN,6
KRA52_HUMAN,3
KRA53_HUMAN,
KRA54_HUMAN,9
KRA55_HUMAN,9
KRA56_HUMAN,10
KRA57_HUMAN,2
KRA58_HUMAN,10
KRA59_HUMAN,6
KRA61_HUMAN,
KRA62_HUMAN,
KRA63_HUMAN,
KRA71_HUMAN,
KRA81_HUMAN,
KRA91_HUMAN,
KRA92_HUMAN,
KRA93_HUMAN,
KRA94_HUMAN,
KRA96_HUMAN,
KRA97_HUMAN,
KRA98_HUMAN,
KRA99_HUMAN,
KRBA1_HUMAN,17
KRBA2_HUMAN,5
KRBX1_HUMAN,4
KRBX4_HUMAN,10
KRCC1_HUMAN,41
KREM1_HUMAN,30
KREM2_HUMAN,18
KRI1_HUMAN,51
KRIP1_HUMAN,2
KRIT1_HUMAN,38
KRR1_HUMAN,36
KRT34_HUMAN,21
KRT35_HUMAN,11
KRT36_HUMAN,7
KRT37_HUMAN,1
KRT38_HUMAN,8
KRT81_HUMAN,21
KRT82_HUMAN,10
KRT83_HUMAN,2
KRT84_HUMAN,9
KRT85_HUMAN,7
KRT86_HUMAN,2
KS6A1_HUMAN,47
KS6A2_HUMAN,43
KS6A3_HUMAN,46
KS6A4_HUMAN,64
KS6A5_HUMAN,30
KS6A6_HUMAN,27
KS6B1_HUMAN,20
KS6B2_HUMAN,48
KS6C1_HUMAN,16
KSR1_HUMAN,31
KSR2_HUMAN,4
KSYK_HUMAN,51
KT222_HUMAN,16
KT33A_HUMAN,9
KT33B_HUMAN,3
KT3K_HUMAN,68
KTAP2_HUMAN,27
KTAS1_HUMAN,7
KTBL1_HUMAN,20
KTDAP_HUMAN,16
KTHY_HUMAN,59
KTI12_HUMAN,27
KTN1_HUMAN,51
KTNA1_HUMAN,29
KTNB1_HUMAN,46
KTU_HUMAN,15
KV105_HUMAN,
KV106_HUMAN,
KV108_HUMAN,
KV109_HUMAN,
KV112_HUMAN,
KV116_HUMAN,
KV117_HUMAN,
KV127_HUMAN,
KV133_HUMAN,
KV139_HUMAN,
KV224_HUMAN,
KV228_HUMAN,
KV230_HUMAN,
KV240_HUMAN,
KV311_HUMAN,
KV315_HUMAN,
KV320_HUMAN,
KV401_HUMAN,
KV502_HUMAN,
KV621_HUMAN,
KVD07_HUMAN,
KVD08_HUMAN,
KVD11_HUMAN,
KVD12_HUMAN,
KVD13_HUMAN,
KVD15_HUMAN,
KVD16_HUMAN,
KVD17_HUMAN,
KVD20_HUMAN,
KVD21_HUMAN,
KVD26_HUMAN,
KVD28_HUMAN,
KVD29_HUMAN,
KVD30_HUMAN,
KVD33_HUMAN,
KVD39_HUMAN,
KVD40_HUMAN,
KVD43_HUMAN,
KXDL1_HUMAN,50
KYNU_HUMAN,34
KY_HUMAN,10
L10K_HUMAN,36
L1CAM_HUMAN,30
L2GL1_HUMAN,29
L2GL2_HUMAN,18
L2HDH_HUMAN,56
L37A1_HUMAN,6
L37A2_HUMAN,6
L37A3_HUMAN,9
L37A5_HUMAN,3
L3R2A_HUMAN,21
LAAT1_HUMAN,56
LACB2_HUMAN,45
LACC1_HUMAN,22
LACE1_HUMAN,8
LACRT_HUMAN,
LACTB_HUMAN,43
LAD1_HUMAN,17
LAG3_HUMAN,24
LAGE3_HUMAN,31
LAIR1_HUMAN,35
LAIR2_HUMAN,3
LALBA_HUMAN,17
LAMA1_HUMAN,21
LAMA2_HUMAN,37
LAMA3_HUMAN,26
LAMA4_HUMAN,45
LAMA5_HUMAN,39
LAMB1_HUMAN,48
LAMB2_HUMAN,65
LAMB3_HUMAN,21
LAMB4_HUMAN,2
LAMC1_HUMAN,50
LAMC2_HUMAN,30
LAMC3_HUMAN,13
LAMP1_HUMAN,72
LAMP2_HUMAN,31
LAMP3_HUMAN,32
LAMP5_HUMAN,3
LANC1_HUMAN,17
LANC2_HUMAN,24
LANC3_HUMAN,7
LAP2A_HUMAN,78
LAP2B_HUMAN,78
LAP4A_HUMAN,68
LAP4B_HUMAN,35
LAPM5_HUMAN,48
LAR1B_HUMAN,17
LAR4B_HUMAN,47
LARG1_HUMAN,
LARG2_HUMAN,
LARGN_HUMAN,33
LARP1_HUMAN,76
LARP4_HUMAN,62
LARP6_HUMAN,54
LARP7_HUMAN,28
LAS1L_HUMAN,64
LAS2_HUMAN,
LASP1_HUMAN,61
LAT1L_HUMAN,
LAT1N_HUMAN,
LAT1_HUMAN,41
LAT2_HUMAN,32
LAT3_HUMAN,40
LAT4_HUMAN,42
LATH_HUMAN,1
LATS1_HUMAN,21
LATS2_HUMAN,50
LAT_HUMAN,5
LAX1_HUMAN,25
LAYN_HUMAN,34
LA_HUMAN,54
LBHD1_HUMAN,
LBH_HUMAN,41
LBN_HUMAN,5
LBP_HUMAN,26
LBR_HUMAN,79
LBX1_HUMAN,7
LBX2_HUMAN,9
LC1L1_HUMAN,
LC7L2_HUMAN,32
LC7L3_HUMAN,25
LCA10_HUMAN,
LCA5L_HUMAN,1
LCA5_HUMAN,18
LCAP_HUMAN,42
LCAT_HUMAN,28
LCE1A_HUMAN,
LCE1B_HUMAN,15
LCE1C_HUMAN,16
LCE1D_HUMAN,
LCE1E_HUMAN,2
LCE1F_HUMAN,13
LCE2A_HUMAN,
LCE2B_HUMAN,
LCE2C_HUMAN,
LCE2D_HUMAN,
LCE3A_HUMAN,
LCE3B_HUMAN,
LCE3C_HUMAN,
LCE3D_HUMAN,
LCE3E_HUMAN,
LCE4A_HUMAN,
LCE5A_HUMAN,2
LCE6A_HUMAN,
LCHN_HUMAN,
LCK_HUMAN,36
LCLT1_HUMAN,15
LCMT1_HUMAN,26
LCN10_HUMAN,9
LCN12_HUMAN,16
LCN15_HUMAN,0
LCN1_HUMAN,2
LCN6_HUMAN,12
LCN8_HUMAN,6
LCN9_HUMAN,4
LCNL1_HUMAN,20
LCORL_HUMAN,18
LCOR_HUMAN,31
LCP2_HUMAN,35
LCTL_HUMAN,0
LDAH_HUMAN,
LDB1_HUMAN,50
LDB2_HUMAN,44
LDB3_HUMAN,27
LDH6A_HUMAN,19
LDH6B_HUMAN,1
LDHA_HUMAN,42
LDHB_HUMAN,54
LDHC_HUMAN,9
LDHD_HUMAN,39
LDLR_HUMAN,39
LDOC1_HUMAN,13
LDOCL_HUMAN,48
LEAP2_HUMAN,11
LECT1_HUMAN,19
LECT2_HUMAN,20
LEF1_HUMAN,21
LEG10_HUMAN,22
LEG12_HUMAN,32
LEG16_HUMAN,
LEG1H_HUMAN,
LEG1_HUMAN,55
LEG2_HUMAN,18
LEG3_HUMAN,38
LEG4_HUMAN,12
LEG7_HUMAN,10
LEG8_HUMAN,35
LEG9B_HUMAN,1
LEG9C_HUMAN,
LEG9_HUMAN,45
LEGL_HUMAN,17
LEKR1_HUMAN,1
LELP1_HUMAN,
LEMD1_HUMAN,4
LEMD2_HUMAN,60
LENEP_HUMAN,5
LENG1_HUMAN,23
LENG8_HUMAN,23
LENG9_HUMAN,3
LEO1_HUMAN,47
LEPR_HUMAN,23
LEP_HUMAN,31
LERL1_HUMAN,26
LETM1_HUMAN,66
LETM2_HUMAN,4
LEU1_HUMAN,13
LEU7_HUMAN,11
LEUK_HUMAN,51
LEUTX_HUMAN,12
LEXM_HUMAN,
LFA3_HUMAN,51
LFG1_HUMAN,45
LFG2_HUMAN,18
LFG3_HUMAN,80
LFG4_HUMAN,38
LFNG_HUMAN,17
LFTY1_HUMAN,9
LFTY2_HUMAN,10
LG3BP_HUMAN,62
LGAT1_HUMAN,39
LGI1_HUMAN,15
LGI2_HUMAN,18
LGI3_HUMAN,11
LGI4_HUMAN,25
LGMN_HUMAN,35
LGR4_HUMAN,49
LGR5_HUMAN,19
LGR6_HUMAN,4
LGSN_HUMAN,2
LGUL_HUMAN,52
LHFP_HUMAN,58
LHPL1_HUMAN,3
LHPL2_HUMAN,33
LHPL3_HUMAN,9
LHPL4_HUMAN,15
LHPP_HUMAN,14
LHX1_HUMAN,9
LHX2_HUMAN,8
LHX3_HUMAN,0
LHX4_HUMAN,9
LHX5_HUMAN,3
LHX6_HUMAN,2
LHX8_HUMAN,14
LHX9_HUMAN,1
LIAS_HUMAN,24
LIAT1_HUMAN,
LICH_HUMAN,27
LIFR_HUMAN,27
LIF_HUMAN,42
LIGO1_HUMAN,19
LIGO2_HUMAN,22
LIGO3_HUMAN,20
LIGO4_HUMAN,5
LIMA1_HUMAN,22
LIMC1_HUMAN,37
LIMD1_HUMAN,28
LIMD2_HUMAN,38
LIME1_HUMAN,29
LIMK1_HUMAN,37
LIMK2_HUMAN,36
LIMS1_HUMAN,47
LIMS2_HUMAN,31
LIMS3_HUMAN,13
LIMS4_HUMAN,
LIN37_HUMAN,20
LIN41_HUMAN,22
LIN52_HUMAN,31
LIN54_HUMAN,53
LIN7A_HUMAN,29
LIN7B_HUMAN,11
LIN7C_HUMAN,33
LIN9_HUMAN,55
LINES_HUMAN,
LIPA1_HUMAN,23
LIPA2_HUMAN,8
LIPA3_HUMAN,15
LIPA4_HUMAN,7
LIPB1_HUMAN,49
LIPB2_HUMAN,8
LIPC_HUMAN,15
LIPE_HUMAN,27
LIPG_HUMAN,8
LIPH_HUMAN,16
LIPI_HUMAN,6
LIPJ_HUMAN,4
LIPK_HUMAN,2
LIPL_HUMAN,39
LIPM_HUMAN,3
LIPN_HUMAN,26
LIPP_HUMAN,12
LIPR1_HUMAN,9
LIPR2_HUMAN,9
LIPR3_HUMAN,10
LIPS_HUMAN,40
LIPT2_HUMAN,8
LIPT_HUMAN,10
LIRA1_HUMAN,30
LIRA2_HUMAN,32
LIRA3_HUMAN,21
LIRA4_HUMAN,3
LIRA5_HUMAN,26
LIRA6_HUMAN,
LIRB1_HUMAN,39
LIRB2_HUMAN,33
LIRB3_HUMAN,30
LIRB4_HUMAN,21
LIRB5_HUMAN,27
LIS1_HUMAN,20
LITAF_HUMAN,33
LITD1_HUMAN,21
LIX1L_HUMAN,60
LIX1_HUMAN,11
LJ01_HUMAN,
LKAM1_HUMAN,
LKHA4_HUMAN,27
LLPH_HUMAN,43
LLR1_HUMAN,40
LMA1L_HUMAN,3
LMA2L_HUMAN,31
LMAN1_HUMAN,60
LMAN2_HUMAN,41
LMBD1_HUMAN,28
LMBD2_HUMAN,36
LMBL1_HUMAN,8
LMBL2_HUMAN,51
LMBL3_HUMAN,20
LMBL4_HUMAN,12
LMBR1_HUMAN,48
LMBRL_HUMAN,8
LMCD1_HUMAN,48
LMF1_HUMAN,18
LMF2_HUMAN,67
LMIP_HUMAN,0
LMLN_HUMAN,18
LMNA_HUMAN,3
LMNB1_HUMAN,81
LMNB2_HUMAN,75
LMO3_HUMAN,15
LMO4_HUMAN,23
LMO7D_HUMAN,
LMO7_HUMAN,37
LMOD1_HUMAN,34
LMOD2_HUMAN,21
LMOD3_HUMAN,25
LMTD1_HUMAN,
LMTD2_HUMAN,
LMTK1_HUMAN,16
LMTK2_HUMAN,34
LMTK3_HUMAN,17
LMX1A_HUMAN,3
LMX1B_HUMAN,19
LN28A_HUMAN,3
LN28B_HUMAN,41
LNP1_HUMAN,5
LNP_HUMAN,
LNX1_HUMAN,14
LNX2_HUMAN,50
LONF1_HUMAN,7
LONF2_HUMAN,24
LONF3_HUMAN,28
LONM_HUMAN,70
LONP2_HUMAN,48
LORF1_HUMAN,
LORF2_HUMAN,
LORI_HUMAN,15
LOX12_HUMAN,6
LOX15_HUMAN,8
LOX5_HUMAN,33
LOXE3_HUMAN,8
LOXH1_HUMAN,5
LOXL1_HUMAN,38
LOXL2_HUMAN,43
LOXL3_HUMAN,30
LOXL4_HUMAN,20
LPAL2_HUMAN,3
LPAR1_HUMAN,27
LPAR2_HUMAN,23
LPAR3_HUMAN,9
LPAR4_HUMAN,11
LPAR5_HUMAN,27
LPAR6_HUMAN,21
LPCT4_HUMAN,18
LPD6B_HUMAN,5
LPH_HUMAN,3
LPIN1_HUMAN,10
LPIN2_HUMAN,27
LPIN3_HUMAN,27
LPP60_HUMAN,14
LPPRC_HUMAN,72
LPP_HUMAN,35
LPXN_HUMAN,51
LQK1_HUMAN,9
LR10B_HUMAN,10
LR14B_HUMAN,14
LR2BP_HUMAN,3
LR37B_HUMAN,9
LR74A_HUMAN,
LR74B_HUMAN,
LR75A_HUMAN,
LR75B_HUMAN,
LRAD1_HUMAN,0
LRAD2_HUMAN,14
LRAD3_HUMAN,30
LRAD4_HUMAN,13
LRAT_HUMAN,14
LRBA_HUMAN,42
LRC10_HUMAN,11
LRC14_HUMAN,30
LRC15_HUMAN,24
LRC17_HUMAN,20
LRC18_HUMAN,3
LRC19_HUMAN,16
LRC20_HUMAN,26
LRC23_HUMAN,7
LRC24_HUMAN,10
LRC25_HUMAN,32
LRC26_HUMAN,8
LRC27_HUMAN,7
LRC28_HUMAN,24
LRC29_HUMAN,5
LRC30_HUMAN,
LRC31_HUMAN,4
LRC32_HUMAN,53
LRC34_HUMAN,5
LRC36_HUMAN,7
LRC38_HUMAN,13
LRC39_HUMAN,27
LRC3B_HUMAN,12
LRC40_HUMAN,49
LRC41_HUMAN,74
LRC42_HUMAN,26
LRC43_HUMAN,6
LRC45_HUMAN,27
LRC46_HUMAN,0
LRC47_HUMAN,45
LRC49_HUMAN,12
LRC4B_HUMAN,21
LRC4C_HUMAN,16
LRC51_HUMAN,8
LRC52_HUMAN,8
LRC53_HUMAN,
LRC55_HUMAN,6
LRC56_HUMAN,6
LRC57_HUMAN,27
LRC58_HUMAN,61
LRC59_HUMAN,81
LRC61_HUMAN,22
LRC63_HUMAN,9
LRC66_HUMAN,5
LRC69_HUMAN,5
LRC71_HUMAN,9
LRC72_HUMAN,2
LRC73_HUMAN,6
LRC8A_HUMAN,47
LRC8B_HUMAN,16
LRC8C_HUMAN,10
LRC8D_HUMAN,43
LRC8E_HUMAN,4
LRCC1_HUMAN,28
LRCH1_HUMAN,34
LRCH2_HUMAN,31
LRCH3_HUMAN,29
LRCH4_HUMAN,36
LRCL1_HUMAN,
LRFN1_HUMAN,20
LRFN2_HUMAN,9
LRFN3_HUMAN,50
LRFN4_HUMAN,48
LRFN5_HUMAN,16
LRGUK_HUMAN,2
LRIF1_HUMAN,11
LRIG1_HUMAN,38
LRIG2_HUMAN,26
LRIG3_HUMAN,31
LRIQ1_HUMAN,7
LRIQ3_HUMAN,1
LRIQ4_HUMAN,8
LRIT1_HUMAN,0
LRIT2_HUMAN,2
LRIT3_HUMAN,1
LRMP_HUMAN,44
LRN4L_HUMAN,34
LRP10_HUMAN,56
LRP11_HUMAN,49
LRP12_HUMAN,41
LRP1B_HUMAN,4
LRP1_HUMAN,57
LRP2_HUMAN,14
LRP3_HUMAN,44
LRP4_HUMAN,10
LRP5L_HUMAN,10
LRP5_HUMAN,55
LRP6_HUMAN,38
LRP8_HUMAN,37
LRR3C_HUMAN,8
LRR70_HUMAN,22
LRRC1_HUMAN,25
LRRC2_HUMAN,25
LRRC3_HUMAN,13
LRRC4_HUMAN,18
LRRC7_HUMAN,6
LRRC9_HUMAN,
LRRD1_HUMAN,8
LRRF1_HUMAN,39
LRRF2_HUMAN,22
LRRK1_HUMAN,32
LRRK2_HUMAN,31
LRRN1_HUMAN,22
LRRN2_HUMAN,12
LRRN3_HUMAN,22
LRRN4_HUMAN,3
LRRT1_HUMAN,9
LRRT2_HUMAN,15
LRRT3_HUMAN,13
LRRT4_HUMAN,22
LRSM1_HUMAN,17
LRTM1_HUMAN,7
LRTM2_HUMAN,5
LRWD1_HUMAN,18
LS14A_HUMAN,47
LS14B_HUMAN,49
LSAMP_HUMAN,19
LSG1_HUMAN,38
LSHB_HUMAN,3
LSHR_HUMAN,1
LSM10_HUMAN,39
LSM11_HUMAN,22
LSM12_HUMAN,38
LSM1_HUMAN,43
LSM2_HUMAN,65
LSM3_HUMAN,47
LSM4_HUMAN,53
LSM5_HUMAN,48
LSM6_HUMAN,53
LSM7_HUMAN,57
LSM8_HUMAN,
LSMD1_HUMAN,58
LSME1_HUMAN,11
LSME2_HUMAN,7
LSP1_HUMAN,35
LSR_HUMAN,27
LST1_HUMAN,31
LST2_HUMAN,1
LST8_HUMAN,57
LT4R1_HUMAN,20
LT4R2_HUMAN,7
LTBP1_HUMAN,35
LTBP2_HUMAN,37
LTBP3_HUMAN,59
LTBP4_HUMAN,39
LTC4S_HUMAN,4
LTK_HUMAN,5
LTMD1_HUMAN,41
LTN1_HUMAN,16
LTOR1_HUMAN,58
LTOR2_HUMAN,39
LTOR3_HUMAN,30
LTOR4_HUMAN,47
LTOR5_HUMAN,40
LTV1_HUMAN,35
LUC7L_HUMAN,25
LUM_HUMAN,39
LUR1L_HUMAN,48
LURA1_HUMAN,10
LUZP1_HUMAN,11
LUZP2_HUMAN,5
LUZP4_HUMAN,8
LUZP6_HUMAN,
LV136_HUMAN,
LV140_HUMAN,
LV144_HUMAN,
LV147_HUMAN,
LV151_HUMAN,
LV208_HUMAN,
LV211_HUMAN,
LV214_HUMAN,
LV218_HUMAN,
LV223_HUMAN,
LV301_HUMAN,
LV310_HUMAN,
LV312_HUMAN,
LV316_HUMAN,
LV319_HUMAN,
LV321_HUMAN,
LV322_HUMAN,
LV325_HUMAN,
LV327_HUMAN,
LV403_HUMAN,
LV460_HUMAN,
LV469_HUMAN,
LV537_HUMAN,
LV539_HUMAN,
LV545_HUMAN,
LV552_HUMAN,
LV657_HUMAN,
LV743_HUMAN,
LV746_HUMAN,
LV861_HUMAN,
LV949_HUMAN,
LVX54_HUMAN,
LX12B_HUMAN,3
LX15B_HUMAN,7
LXN_HUMAN,36
LY65B_HUMAN,17
LY65C_HUMAN,1
LY66C_HUMAN,9
LY66D_HUMAN,0
LY66F_HUMAN,1
LY6D_HUMAN,13
LY6E_HUMAN,51
LY6H_HUMAN,19
LY6K_HUMAN,28
LY6L_HUMAN,
LY75_HUMAN,47
LY86_HUMAN,42
LY96_HUMAN,35
LY9_HUMAN,27
LYAG_HUMAN,57
LYAM1_HUMAN,39
LYAM2_HUMAN,30
LYAM3_HUMAN,9
LYAR_HUMAN,50
LYG1_HUMAN,4
LYG2_HUMAN,3
LYL1_HUMAN,37
LYNX1_HUMAN,21
LYN_HUMAN,48
LYOX_HUMAN,36
LYPA1_HUMAN,56
LYPA2_HUMAN,63
LYPD1_HUMAN,27
LYPD2_HUMAN,10
LYPD3_HUMAN,20
LYPD4_HUMAN,2
LYPD5_HUMAN,2
LYPD6_HUMAN,23
LYPD8_HUMAN,
LYPL1_HUMAN,29
LYRIC_HUMAN,48
LYRM1_HUMAN,33
LYRM2_HUMAN,42
LYRM4_HUMAN,46
LYRM7_HUMAN,35
LYRM9_HUMAN,20
LYSC_HUMAN,17
LYSM1_HUMAN,24
LYSM2_HUMAN,46
LYSM3_HUMAN,34
LYSM4_HUMAN,14
LYST_HUMAN,36
LYVE1_HUMAN,42
LYZL1_HUMAN,1
LYZL2_HUMAN,
LYZL4_HUMAN,0
LYZL5_HUMAN,3
LYZL6_HUMAN,1
LZIC_HUMAN,23
LZTL1_HUMAN,12
LZTR1_HUMAN,54
LZTS1_HUMAN,21
LZTS2_HUMAN,63
LZTS3_HUMAN,30
M10L1_HUMAN,2
M17L2_HUMAN,44
M18BP_HUMAN,55
M1AP_HUMAN,5
M1BL1_HUMAN,9
M1IP1_HUMAN,54
M21D2_HUMAN,32
M2GD_HUMAN,25
M2OM_HUMAN,48
M3K10_HUMAN,27
M3K11_HUMAN,55
M3K12_HUMAN,13
M3K13_HUMAN,14
M3K14_HUMAN,
M3K15_HUMAN,13
M3K19_HUMAN,5
M3K1_HUMAN,39
M3K2_HUMAN,48
M3K3_HUMAN,39
M3K4_HUMAN,38
M3K5_HUMAN,46
M3K6_HUMAN,40
M3K7_HUMAN,57
M3K8_HUMAN,37
M3K9_HUMAN,20
M3KCL_HUMAN,20
M3KL4_HUMAN,
M4A10_HUMAN,4
M4A12_HUMAN,7
M4A13_HUMAN,
M4A14_HUMAN,7
M4A15_HUMAN,2
M4A18_HUMAN,
M4A4A_HUMAN,42
M4A4E_HUMAN,21
M4A6A_HUMAN,30
M4A6E_HUMAN,8
M4A8_HUMAN,6
M4K1_HUMAN,49
M4K2_HUMAN,53
M4K3_HUMAN,22
M4K4_HUMAN,34
M4K5_HUMAN,53
MA13P_HUMAN,
MA1A1_HUMAN,58
MA1A2_HUMAN,24
MA1B1_HUMAN,54
MA1C1_HUMAN,36
MA2A1_HUMAN,35
MA2A2_HUMAN,41
MA2B1_HUMAN,55
MA2B2_HUMAN,51
MA2C1_HUMAN,40
MA6D1_HUMAN,6
MA7D1_HUMAN,73
MA7D2_HUMAN,14
MA7D3_HUMAN,36
MAAI_HUMAN,15
MAAS1_HUMAN,13
MAAT1_HUMAN,11
MABP1_HUMAN,5
MACC1_HUMAN,31
MACD1_HUMAN,42
MACD2_HUMAN,31
MACF1_HUMAN,30
MACOI_HUMAN,40
MAD1_HUMAN,32
MAD3_HUMAN,28
MAD4_HUMAN,61
MADCA_HUMAN,7
MADD_HUMAN,19
MADL2_HUMAN,13
MAEA_HUMAN,8
MAEL_HUMAN,15
MAF1_HUMAN,59
MAFA_HUMAN,11
MAFB_HUMAN,34
MAFF_HUMAN,52
MAFG_HUMAN,36
MAFIP_HUMAN,3
MAFK_HUMAN,41
MAF_HUMAN,36
MAGA1_HUMAN,14
MAGA2_HUMAN,
MAGA3_HUMAN,20
MAGA4_HUMAN,9
MAGA5_HUMAN,
MAGA6_HUMAN,18
MAGA8_HUMAN,5
MAGA9_HUMAN,
MAGAA_HUMAN,6
MAGAB_HUMAN,1
MAGAC_HUMAN,12
MAGB1_HUMAN,3
MAGB2_HUMAN,14
MAGB3_HUMAN,5
MAGB4_HUMAN,2
MAGB5_HUMAN,
MAGB6_HUMAN,1
MAGBA_HUMAN,
MAGBG_HUMAN,0
MAGBH_HUMAN,5
MAGBI_HUMAN,
MAGC1_HUMAN,1
MAGC2_HUMAN,2
MAGC3_HUMAN,2
MAGD1_HUMAN,50
MAGD2_HUMAN,42
MAGD4_HUMAN,13
MAGE1_HUMAN,17
MAGE2_HUMAN,2
MAGF1_HUMAN,39
MAGH1_HUMAN,36
MAGI1_HUMAN,38
MAGI2_HUMAN,13
MAGI3_HUMAN,30
MAGIX_HUMAN,7
MAGL2_HUMAN,11
MAGT1_HUMAN,27
MAG_HUMAN,11
MAIP1_HUMAN,52
MAJIN_HUMAN,
MAK16_HUMAN,42
MAK_HUMAN,1
MAL2_HUMAN,33
MALD1_HUMAN,52
MALD2_HUMAN,21
MALD3_HUMAN,18
MALL_HUMAN,29
MALR1_HUMAN,
MALT1_HUMAN,40
MAL_HUMAN,11
MAMC2_HUMAN,28
MAMD1_HUMAN,40
MAML1_HUMAN,49
MAML2_HUMAN,40
MAML3_HUMAN,16
MAN1_HUMAN,50
MANBA_HUMAN,47
MANBL_HUMAN,57
MANEA_HUMAN,15
MANEL_HUMAN,20
MANF_HUMAN,28
MANS1_HUMAN,30
MANS4_HUMAN,2
MAOM_HUMAN,60
MAON_HUMAN,33
MAOX_HUMAN,54
MAP10_HUMAN,2
MAP11_HUMAN,49
MAP12_HUMAN,16
MAP1A_HUMAN,26
MAP1B_HUMAN,13
MAP1S_HUMAN,53
MAP2_HUMAN,50
MAP4_HUMAN,41
MAP6_HUMAN,18
MAP7_HUMAN,27
MAP9_HUMAN,23
MAPK2_HUMAN,60
MAPK3_HUMAN,41
MAPK5_HUMAN,18
MAR1_HUMAN,8
MARC1_HUMAN,39
MARC2_HUMAN,47
MARCO_HUMAN,22
MARCS_HUMAN,39
MARE1_HUMAN,37
MARE2_HUMAN,23
MARE3_HUMAN,30
MARF1_HUMAN,43
MARH1_HUMAN,29
MARH2_HUMAN,41
MARH3_HUMAN,28
MARH4_HUMAN,34
MARH5_HUMAN,40
MARH6_HUMAN,32
MARH7_HUMAN,45
MARH8_HUMAN,31
MARH9_HUMAN,30
MARHA_HUMAN,7
MARHB_HUMAN,5
MARK1_HUMAN,23
MARK2_HUMAN,39
MARK3_HUMAN,38
MARK4_HUMAN,46
MAS1L_HUMAN,2
MASP1_HUMAN,33
MASP2_HUMAN,14
MAST1_HUMAN,17
MAST2_HUMAN,36
MAST3_HUMAN,26
MAST4_HUMAN,29
MASTR_HUMAN,17
MASU1_HUMAN,40
MAS_HUMAN,0
MAT1_HUMAN,37
MAT2B_HUMAN,48
MATK_HUMAN,18
MATN1_HUMAN,8
MATN2_HUMAN,44
MATN3_HUMAN,10
MATN4_HUMAN,5
MATR3_HUMAN,50
MAVS_HUMAN,40
MAX_HUMAN,24
MAZ_HUMAN,63
MB12A_HUMAN,51
MB12B_HUMAN,15
MB211_HUMAN,18
MB212_HUMAN,10
MB213_HUMAN,2
MB3L1_HUMAN,0
MB3L2_HUMAN,
MB3L3_HUMAN,
MB3L4_HUMAN,
MB3L5_HUMAN,
MBB1A_HUMAN,60
MBD1_HUMAN,64
MBD2_HUMAN,50
MBD3_HUMAN,57
MBD4_HUMAN,26
MBD5_HUMAN,13
MBD6_HUMAN,42
MBIP1_HUMAN,27
MBL2_HUMAN,24
MBLC1_HUMAN,6
MBLC2_HUMAN,17
MBNL1_HUMAN,60
MBNL2_HUMAN,54
MBNL3_HUMAN,35
MBOA1_HUMAN,28
MBOA2_HUMAN,41
MBOA4_HUMAN,7
MBOA5_HUMAN,42
MBOA7_HUMAN,42
MBPHL_HUMAN,7
MBP_HUMAN,7
MBRL_HUMAN,49
MBTD1_HUMAN,24
MBTP1_HUMAN,24
MBTP2_HUMAN,33
MC3R_HUMAN,
MC4R_HUMAN,2
MC5R_HUMAN,9
MCA3_HUMAN,43
MCAF1_HUMAN,42
MCAF2_HUMAN,18
MCATL_HUMAN,24
MCAT_HUMAN,40
MCCA_HUMAN,60
MCCB_HUMAN,38
MCCD1_HUMAN,10
MCE1_HUMAN,67
MCEE_HUMAN,28
MCEM1_HUMAN,
MCES_HUMAN,40
MCF2L_HUMAN,16
MCF2_HUMAN,14
MCFD2_HUMAN,65
MCHL1_HUMAN,
MCHL2_HUMAN,0
MCHR1_HUMAN,14
MCHR2_HUMAN,4
MCH_HUMAN,5
MCIN_HUMAN,12
MCL1_HUMAN,52
MCLN1_HUMAN,53
MCLN2_HUMAN,48
MCLN3_HUMAN,22
MCM10_HUMAN,64
MCM2_HUMAN,77
MCM3_HUMAN,73
